state,region,year,value
Goiás,Noroeste Goiano,2015,4833139.27
Goiás,Noroeste Goiano,2016,5006190.65
Goiás,Noroeste Goiano,2017,5298682.75
Goiás,Norte Goiano,2002,1807042.32
Goiás,Norte Goiano,2003,2164050.0
Goiás,Norte Goiano,2004,2431636.72
Goiás,Norte Goiano,2005,2581635.71
Goiás,Norte Goiano,2006,2879842.79
Goiás,Norte Goiano,2007,4026859.66
Goiás,Norte Goiano,2008,4006231.45
Goiás,Norte Goiano,2009,4047526.58
Goiás,Norte Goiano,2010,4764891.06
Goiás,Norte Goiano,2011,5555046.81
Goiás,Norte Goiano,2012,6267666.71
Goiás,Norte Goiano,2013,5836115.98
Goiás,Norte Goiano,2014,5909772.84
Goiás,Norte Goiano,2015,6945993.26
Goiás,Norte Goiano,2016,6265106.19
Goiás,Norte Goiano,2017,6703612.21
Goiás,Centro Goiano,2002,19166758.52
Goiás,Centro Goiano,2003,22002107.82
Goiás,Centro Goiano,2004,24555616.93
Goiás,Centro Goiano,2005,27124896.4
Goiás,Centro Goiano,2006,32493440.4
Goiás,Centro Goiano,2007,37169285.82
Goiás,Centro Goiano,2008,42028683.43
Goiás,Centro Goiano,2009,48362863.24
Goiás,Centro Goiano,2010,56874615.4
Goiás,Centro Goiano,2011,64397821.49
Goiás,Centro Goiano,2012,71557122.91
Goiás,Centro Goiano,2013,78310453.32
Goiás,Centro Goiano,2014,89123235.47
Goiás,Centro Goiano,2015,91364697.0
Goiás,Centro Goiano,2016,93041593.8
Goiás,Centro Goiano,2017,99869479.6
Goiás,Leste Goiano,2002,3351418.62
Goiás,Leste Goiano,2003,4189939.7
Goiás,Leste Goiano,2004,4823092.38
Goiás,Leste Goiano,2005,5258808.19
Goiás,Leste Goiano,2006,5724715.92
Goiás,Leste Goiano,2007,6757221.88
Goiás,Leste Goiano,2008,7897718.56
Goiás,Leste Goiano,2009,8920099.07
Goiás,Leste Goiano,2010,10208749.57
Goiás,Leste Goiano,2011,11835847.78
Goiás,Leste Goiano,2012,13823897.29
Goiás,Leste Goiano,2013,15550573.01
Goiás,Leste Goiano,2014,16858283.07
Goiás,Leste Goiano,2015,18255793.51
Goiás,Leste Goiano,2016,20174127.28
Goiás,Leste Goiano,2017,20348570.56
Goiás,Sul Goiano,2002,13115496.74
Goiás,Sul Goiano,2003,15813496.63
Goiás,Sul Goiano,2004,17706676.94
Goiás,Sul Goiano,2005,17281161.57
Goiás,Sul Goiano,2006,18542981.92
Goiás,Sul Goiano,2007,21488371.98
Goiás,Sul Goiano,2008,26341387.57
Goiás,Sul Goiano,2009,29149258.14
Goiás,Sul Goiano,2010,32144841.45
Goiás,Sul Goiano,2011,36316992.48
Goiás,Sul Goiano,2012,43296284.41
Goiás,Sul Goiano,2013,47406523.65
Goiás,Sul Goiano,2014,48589426.27
Goiás,Sul Goiano,2015,52232827.21
Goiás,Sul Goiano,2016,57272585.61
Goiás,Sul Goiano,2017,59678344.4
Distrito Federal,Distrito Federal,2002,53902199.8
Distrito Federal,Distrito Federal,2003,58456124.32
Distrito Federal,Distrito Federal,2004,67076505.2
Distrito Federal,Distrito Federal,2005,75732681.21
Distrito Federal,Distrito Federal,2006,84661405.54
Distrito Federal,Distrito Federal,2007,93404000.77
Distrito Federal,Distrito Federal,2008,110299557.2
Distrito Federal,Distrito Federal,2009,124323753.1
Distrito Federal,Distrito Federal,2010,144174101.6
Distrito Federal,Distrito Federal,2011,154568954.0
Distrito Federal,Distrito Federal,2012,164101336.5
Distrito Federal,Distrito Federal,2013,175906725.5
Distrito Federal,Distrito Federal,2014,197432058.5
Distrito Federal,Distrito Federal,2015,215612862.8
Distrito Federal,Distrito Federal,2016,235540044.8
Distrito Federal,Distrito Federal,2017,244682756.5
